time(days),time(time),inlet flow,outlet flow,inlet pressure,outlet pressure,Inlet Temp,Outlet Temp
13/07/2009,16:48:00,62215.96472,62209.74312,92.21925792,91.6952637,28.80550751,28.6076698
13/07/2009,16:53:02,62265.77734,62247.09761,92.28386955,91.72278328,28.80262638,28.58764243
13/07/2009,16:58:04,62253.32418,62222.19752,92.30233002,91.6952637,28.78822074,28.61053085
13/07/2009,17:03:07,62203.51156,62203.51156,92.22848816,91.6952637,28.78822074,28.59336453
13/07/2009,17:08:09,62209.73814,62191.07522,92.21925792,91.64022452,28.81126976,28.6076698
13/07/2009,17:13:12,62259.55076,62259.55076,92.22848816,91.65857091,28.79686413,28.60480874
13/07/2009,17:18:14,62259.55076,62253.3248,92.24694862,91.66774411,28.79974525,28.58192032
13/07/2009,17:23:16,62240.87103,62228.42286,92.23771839,91.67691731,28.78245849,28.59336453
13/07/2009,17:28:19,62222.1913,62203.52464,92.23771839,91.65857091,28.793983,28.58478137
13/07/2009,17:33:21,62247.09761,62215.97406,92.28386955,91.70443689,28.79974525,28.60480874
13/07/2009,17:38:24,62253.32418,62253.32418,92.30233002,91.64022452,28.81126976,28.61053085
13/07/2009,17:43:26,62253.32418,62222.19752,92.25617885,91.65857091,28.78533962,28.59050348
13/07/2009,17:48:28,62209.73814,62197.29619,92.21002769,91.64022452,28.80838863,28.59908664
13/07/2009,17:53:31,62265.77734,62247.09761,92.21925792,91.64022452,28.78822074,28.59908664
13/07/2009,17:58:33,62265.77734,62265.77734,92.21002769,91.65857091,28.80838863,28.59908664
13/07/2009,18:03:36,62222.1913,62191.0802,92.28386955,91.71361009,28.79974525,28.60194769
13/07/2009,18:08:38,62209.73814,62191.07522,92.30233002,91.71361009,28.78245849,28.59050348
13/07/2009,18:13:40,62209.73814,62178.63327,92.30233002,91.64022452,28.80262638,28.59336453
13/07/2009,18:18:43,62228.41787,62209.74934,92.28386955,91.72278328,28.78245849,28.59622558
13/07/2009,18:23:45,62265.77734,62265.77734,92.21002769,91.70443689,28.79110187,28.60194769
13/07/2009,18:28:48,62265.77734,62240.87103,92.23771839,91.65857091,28.793983,28.60480874
13/07/2009,18:33:50,62209.73814,62197.29619,92.23771839,91.72278328,28.79974525,28.59336453
13/07/2009,18:38:52,62265.77734,62265.77734,92.29309979,91.66774411,28.81126976,28.58478137
13/07/2009,18:43:55,62265.77734,62234.64445,92.21002769,91.73195648,28.79686413,28.58478137
13/07/2009,18:48:57,62209.73814,62191.07522,92.30233002,91.72278328,28.81126976,28.59622558
13/07/2009,18:54:00,62259.55076,62228.42098,92.26540909,91.66774411,28.79686413,28.58478137
13/07/2009,18:59:02,62234.64445,62203.52713,92.24694862,91.66774411,28.80550751,28.58764243
13/07/2009,19:04:04,62247.09761,62234.64819,92.26540909,91.70443689,28.80838863,28.60194769
13/07/2009,19:09:07,62215.96472,62215.96472,92.21925792,91.70443689,28.79110187,28.59336453
13/07/2009,19:14:09,62209.73814,62191.07522,92.30233002,91.71361009,28.78822074,28.59050348
13/07/2009,19:19:12,62234.64445,62222.19752,92.25617885,91.66774411,28.793983,28.60194769
13/07/2009,19:24:14,62247.09761,62215.97406,92.21002769,91.73195648,28.79686413,28.6076698
13/07/2009,19:29:16,62265.77734,62265.77734,92.23771839,91.6952637,28.80262638,28.58478137
13/07/2009,19:34:19,62222.1913,62222.1913,92.22848816,91.65857091,28.793983,28.60194769
13/07/2009,19:39:21,62247.09761,62247.09761,92.26540909,91.73195648,28.79686413,28.58478137
13/07/2009,19:44:24,62253.32418,62228.42285,92.30233002,91.73195648,28.79974525,28.59050348
13/07/2009,19:49:26,62259.55076,62234.64694,92.28386955,91.6952637,28.793983,28.58764243
13/07/2009,19:54:28,62265.77734,62240.87103,92.29309979,91.6860905,28.79974525,28.6076698
13/07/2009,19:59:31,62234.64445,62203.52713,92.24694862,91.64939772,28.79110187,28.60480874
13/07/2009,20:04:33,62259.55076,62259.55076,92.22848816,91.6952637,28.78533962,28.59622558
13/07/2009,20:09:36,62240.87103,62209.75059,92.21925792,91.6860905,28.80838863,28.59622558
13/07/2009,20:14:38,62234.64445,62215.97406,92.25617885,91.71361009,28.79974525,28.6076698
13/07/2009,20:19:40,62222.1913,62203.52464,92.25617885,91.71361009,28.78533962,28.59050348
13/07/2009,20:24:43,62265.77734,62259.55076,92.23771839,91.65857091,28.80838863,28.61053085
13/07/2009,20:29:45,62203.51156,62184.85051,92.27463932,91.66774411,28.80550751,28.60194769
13/07/2009,20:34:48,62240.87103,62222.19877,92.21002769,91.64022452,28.81126976,28.59050348
13/07/2009,20:39:50,62253.32418,62240.87352,92.28386955,91.6860905,28.78533962,28.59908664
13/07/2009,20:44:52,62259.55076,62240.87289,92.28386955,91.73195648,28.79974525,28.58478137
13/07/2009,20:49:55,62209.73814,62203.51717,92.30233002,91.71361009,28.78822074,28.60480874
13/07/2009,20:54:57,62253.32418,62253.32418,92.25617885,91.67691731,28.80262638,28.60194769
13/07/2009,21:00:00,62240.87103,62234.64694,92.24694862,91.64022452,28.79686413,28.59336453
13/07/2009,21:05:02,62222.1913,62215.96908,92.28386955,91.64939772,28.80262638,28.59050348
13/07/2009,21:10:04,62265.77734,62247.09761,92.30233002,91.65857091,28.793983,28.58192032
13/07/2009,21:15:07,62265.77734,62240.87103,92.28386955,91.72278328,28.793983,28.58478137
13/07/2009,21:20:09,62222.1913,62215.96908,92.21002769,91.6860905,28.79686413,28.59336453
13/07/2009,21:25:12,62215.96472,62184.85674,92.26540909,91.71361009,28.78533962,28.6076698
13/07/2009,21:30:14,62203.51156,62184.85051,92.27463932,91.73195648,28.80550751,28.59050348
13/07/2009,21:35:16,62234.64445,62228.42099,92.27463932,91.65857091,28.81126976,28.59622558
13/07/2009,21:40:19,62259.55076,62259.55076,92.24694862,91.6952637,28.79686413,28.59908664
13/07/2009,21:45:21,62247.09761,62215.97406,92.27463932,91.6952637,28.79686413,28.60480874
13/07/2009,21:50:24,62234.64445,62203.52713,92.23771839,91.64022452,28.79686413,28.59622558
13/07/2009,21:55:26,62253.32418,62247.09885,92.21002769,91.72278328,28.79686413,28.61053085
13/07/2009,22:00:28,62203.51156,62184.85051,92.25617885,91.64939772,28.81126976,28.58478137
13/07/2009,22:05:31,62265.77734,62247.09761,92.29309979,91.73195648,28.78822074,28.60194769
13/07/2009,22:10:33,62209.73814,62209.73814,92.30233002,91.6952637,28.79974525,28.58764243
13/07/2009,22:15:36,62253.32418,62253.32418,92.30233002,91.6952637,28.79110187,28.6076698
13/07/2009,22:20:38,62228.41787,62209.74934,92.28386955,91.66774411,28.79974525,28.60194769
13/07/2009,22:25:40,62222.1913,62203.52464,92.23771839,91.64022452,28.78533962,28.59908664
13/07/2009,22:30:43,62253.32418,62228.42285,92.21002769,91.6952637,28.78533962,28.60194769
13/07/2009,22:35:45,62209.73814,62197.29619,92.27463932,91.65857091,28.79686413,28.6076698
13/07/2009,22:40:48,62247.09761,62247.09761,92.30233002,91.6952637,28.80550751,28.58192032
13/07/2009,22:45:50,62240.87103,62209.75059,92.25617885,91.71361009,28.80262638,28.58764243
13/07/2009,22:50:52,62228.41787,62197.30366,92.26540909,91.64939772,28.78822074,28.58764243
13/07/2009,22:55:55,62228.41787,62203.5265,92.30233002,91.70443689,28.78822074,28.59050348
13/07/2009,23:00:57,62203.51156,62197.29121,92.28386955,91.64022452,28.79974525,28.61053085
13/07/2009,23:06:00,62228.41787,62222.19503,92.21002769,91.64022452,28.78822074,28.59050348
13/07/2009,23:11:02,62215.96472,62209.74312,92.21002769,91.6860905,28.80262638,28.6076698
13/07/2009,23:16:04,62203.51156,62184.85051,92.24694862,91.64939772,28.79686413,28.58764243
13/07/2009,23:21:07,62209.73814,62209.73814,92.25617885,91.6860905,28.78245849,28.60194769
13/07/2009,23:26:09,62253.32418,62234.64818,92.24694862,91.6952637,28.78245849,28.6076698
13/07/2009,23:31:12,62240.87103,62228.42286,92.29309979,91.65857091,28.79686413,28.59908664
13/07/2009,23:36:14,62215.96472,62184.85674,92.29309979,91.70443689,28.79974525,28.58192032
13/07/2009,23:41:16,62228.41787,62228.41787,92.24694862,91.73195648,28.793983,28.58192032
13/07/2009,23:46:19,62228.41787,62222.19503,92.23771839,91.65857091,28.79686413,28.59622558
13/07/2009,23:51:21,62265.77734,62247.09761,92.29309979,91.72278328,28.79686413,28.58764243
13/07/2009,23:56:24,62203.51156,62172.4098,92.25617885,91.73195648,28.78245849,28.59622558
14/07/2009,00:01:26,62234.64445,62209.75059,92.24694862,91.67691731,28.78822074,28.59908664
14/07/2009,00:06:28,62265.77734,62259.55076,92.21925792,91.6952637,28.80550751,28.59050348
14/07/2009,00:11:31,62234.64445,62203.52713,92.29309979,91.6860905,28.79686413,28.58764243
14/07/2009,00:16:33,62228.41787,62197.30366,92.25617885,91.66774411,28.80550751,28.6076698
14/07/2009,00:21:36,62203.51156,62172.4098,92.25617885,91.73195648,28.81126976,28.58192032
14/07/2009,00:26:38,62209.73814,62197.29619,92.27463932,91.70443689,28.80838863,28.61053085
14/07/2009,00:31:40,62259.55076,62247.09885,92.23771839,91.67691731,28.80262638,28.58192032
14/07/2009,00:36:43,62253.32418,62247.09885,92.27463932,91.65857091,28.79974525,28.59050348
14/07/2009,00:41:45,62203.51156,62184.85051,92.24694862,91.65857091,28.80838863,28.59622558
14/07/2009,00:46:48,62253.32418,62247.09885,92.21002769,91.73195648,28.79974525,28.59050348
14/07/2009,00:51:50,62222.1913,62197.30242,92.26540909,91.70443689,28.79974525,28.59336453
14/07/2009,00:56:52,62265.77734,62265.77734,92.29309979,91.6952637,28.78245849,28.59336453
14/07/2009,01:01:55,62253.32418,62222.19752,92.21925792,91.65857091,28.793983,28.58192032
14/07/2009,01:06:57,62209.73814,62184.85424,92.27463932,91.73195648,28.78822074,28.59622558
14/07/2009,01:12:00,62234.64445,62215.97406,92.27463932,91.70443689,28.78822074,28.58764243
14/07/2009,01:17:02,62240.87103,62209.75059,92.29309979,91.70443689,28.79110187,28.58478137
14/07/2009,01:22:04,62234.64445,62222.19752,92.30233002,91.73195648,28.80550751,28.6076698
14/07/2009,01:27:07,62228.41787,62197.30366,92.21002769,91.73195648,28.79686413,28.58764243
14/07/2009,01:32:09,62265.77734,62253.32418,92.22848816,91.72278328,28.80262638,28.59050348
14/07/2009,01:37:12,62215.96472,62184.85674,92.21002769,91.72278328,28.80550751,28.60194769
14/07/2009,01:42:14,62253.32418,62222.19752,92.28386955,91.70443689,28.78245849,28.59336453
14/07/2009,01:47:16,62259.55076,62234.64694,92.28386955,91.65857091,28.79686413,28.58192032
14/07/2009,01:52:19,62265.77734,62234.64445,92.21925792,91.6860905,28.81126976,28.60194769
14/07/2009,01:57:21,62240.87103,62228.42286,92.23771839,91.70443689,28.793983,28.58764243
14/07/2009,02:02:24,62247.09761,62240.8729,92.26540909,91.64022452,28.80838863,28.58192032
14/07/2009,02:07:26,62247.09761,62240.8729,92.22848816,91.71361009,28.80262638,28.59908664
14/07/2009,02:12:28,62265.77734,62247.09761,92.23771839,91.6952637,28.79686413,28.59908664
14/07/2009,02:17:31,62203.51156,62197.29121,92.21925792,91.73195648,28.78822074,28.60480874
14/07/2009,02:22:33,62203.51156,62197.29121,92.25617885,91.65857091,28.793983,28.59622558
14/07/2009,02:27:36,62259.55076,62234.64694,92.21002769,91.72278328,28.79686413,28.6076698
14/07/2009,02:32:38,62215.96472,62191.07833,92.27463932,91.66774411,28.80838863,28.6076698
14/07/2009,02:37:40,62253.32418,62222.19752,92.22848816,91.64022452,28.78533962,28.60194769
14/07/2009,02:42:43,62234.64445,62215.97406,92.30233002,91.6952637,28.78822074,28.58764243
14/07/2009,02:47:45,62215.96472,62215.96472,92.21002769,91.71361009,28.80262638,28.61053085
14/07/2009,02:52:48,62240.87103,62240.87103,92.26540909,91.6860905,28.78822074,28.6076698
14/07/2009,02:57:50,62253.32418,62247.09885,92.27463932,91.64939772,28.79686413,28.59908664
14/07/2009,03:02:52,62215.96472,62209.74312,92.23771839,91.6952637,28.793983,28.59622558
14/07/2009,03:07:55,62209.73814,62184.85424,92.24694862,91.71361009,28.78533962,28.59622558
14/07/2009,03:12:57,62209.73814,62203.51717,92.23771839,91.6952637,28.78245849,28.58478137
14/07/2009,03:18:00,62265.77734,62234.64445,92.25617885,91.70443689,28.78245849,28.60480874
14/07/2009,03:23:02,62215.96472,62209.74312,92.25617885,91.64939772,28.78822074,28.60480874
14/07/2009,03:28:04,62253.32418,62240.87352,92.21925792,91.6952637,28.79686413,28.59050348
14/07/2009,03:33:07,62222.1913,62197.30242,92.27463932,91.6860905,28.80262638,28.59336453
14/07/2009,03:38:09,62240.87103,62222.19877,92.27463932,91.73195648,28.78533962,28.58764243
14/07/2009,03:43:12,62209.73814,62191.07522,92.30233002,91.6952637,28.78245849,28.60194769
14/07/2009,03:48:14,62247.09761,62222.19877,92.24694862,91.64022452,28.78245849,28.60480874
14/07/2009,03:53:16,62222.1913,62209.74686,92.27463932,91.71361009,28.78245849,28.58478137
14/07/2009,03:58:19,62222.1913,62222.1913,92.24694862,91.71361009,28.80838863,28.59050348
14/07/2009,04:03:21,62240.87103,62234.64694,92.23771839,91.71361009,28.78245849,28.6076698
14/07/2009,04:08:24,62234.64445,62222.19752,92.21002769,91.6860905,28.79110187,28.59336453
14/07/2009,04:13:26,62228.41787,62215.97219,92.23771839,91.67691731,28.79974525,28.59050348
14/07/2009,04:18:28,62203.51156,62197.29121,92.30233002,91.64022452,28.80550751,28.58764243
14/07/2009,04:23:31,62247.09761,62240.8729,92.23771839,91.6952637,28.80550751,28.59908664
14/07/2009,04:28:33,62209.73814,62197.29619,92.26540909,91.64939772,28.80550751,28.59622558
14/07/2009,04:33:36,62234.64445,62234.64445,92.23771839,91.64939772,28.78533962,28.58192032
14/07/2009,04:38:38,62247.09761,62228.42348,92.29309979,91.70443689,28.79686413,28.60194769
14/07/2009,04:43:40,62215.96472,62197.29993,92.26540909,91.70443689,28.81126976,28.59908664
14/07/2009,04:48:43,62228.41787,62203.5265,92.21925792,91.64939772,28.79974525,28.60194769
14/07/2009,04:53:45,62228.41787,62222.19503,92.25617885,91.6952637,28.78245849,28.58478137
14/07/2009,04:58:48,62259.55076,62234.64694,92.24694862,91.71361009,28.78533962,28.58764243
14/07/2009,05:03:50,62203.51156,62172.4098,92.28386955,91.70443689,28.78822074,28.60480874
14/07/2009,05:08:52,62265.77734,62247.09761,92.30233002,91.72278328,28.79686413,28.60194769
14/07/2009,05:13:55,62253.32418,62240.87352,92.21002769,91.6952637,28.79974525,28.59336453
14/07/2009,05:18:57,62222.1913,62203.52464,92.21925792,91.70443689,28.80838863,28.59622558
14/07/2009,05:24:00,62259.55076,62234.64694,92.27463932,91.64939772,28.80838863,28.58192032
14/07/2009,05:29:02,62253.32418,62253.32418,92.26540909,91.67691731,28.79686413,28.59336453
14/07/2009,05:34:04,62222.1913,62203.52464,92.21002769,91.64022452,28.81126976,28.60194769
14/07/2009,05:39:07,62228.41787,62222.19503,92.25617885,91.64939772,28.78533962,28.58192032
14/07/2009,05:44:09,62265.77734,62259.55076,92.23771839,91.72278328,28.79686413,28.61053085
14/07/2009,05:49:12,62259.55076,62247.09885,92.24694862,91.6860905,28.80838863,28.60480874
14/07/2009,05:54:14,62234.64445,62234.64445,92.24694862,91.6952637,28.79110187,28.58478137
14/07/2009,05:59:16,62247.09761,62215.97406,92.21925792,91.65857091,28.80838863,28.59622558
14/07/2009,06:04:19,62203.51156,62172.4098,92.28386955,91.73195648,28.79686413,28.59336453
14/07/2009,06:09:21,62228.41787,62215.97219,92.21925792,91.71361009,28.79974525,28.58192032
14/07/2009,06:14:24,62203.51156,62191.07086,92.26540909,91.73195648,28.78533962,28.58192032
14/07/2009,06:19:26,62247.09761,62222.19877,92.21925792,91.6952637,28.80550751,28.61053085
14/07/2009,06:24:28,62209.73814,62178.63327,92.23771839,91.70443689,28.793983,28.59336453
14/07/2009,06:29:31,62259.55076,62228.42098,92.21925792,91.72278328,28.78822074,28.59050348
14/07/2009,06:34:33,62240.87103,62228.42286,92.27463932,91.6952637,28.79110187,28.59050348
14/07/2009,06:39:36,62247.09761,62228.42348,92.28386955,91.72278328,28.80838863,28.60480874
14/07/2009,06:44:38,62222.1913,62203.52464,92.21925792,91.64022452,28.793983,28.60480874
14/07/2009,06:49:40,62222.1913,62191.0802,92.21925792,91.73195648,28.81126976,28.58764243
14/07/2009,06:54:43,62265.77734,62247.09761,92.26540909,91.66774411,28.79686413,28.59336453
14/07/2009,06:59:45,62228.41787,62215.97219,92.26540909,91.73195648,28.78533962,28.58478137
14/07/2009,07:04:48,62215.96472,62209.74312,92.21925792,91.71361009,28.80550751,28.58764243
14/07/2009,07:09:50,62259.55076,62259.55076,92.21925792,91.64022452,28.80550751,28.59050348
14/07/2009,07:14:52,62265.77734,62234.64445,92.26540909,91.64939772,28.80262638,28.60480874
14/07/2009,07:19:55,62222.1913,62209.74686,92.24694862,91.64939772,28.78533962,28.58192032
14/07/2009,07:24:57,62215.96472,62209.74312,92.24694862,91.70443689,28.78533962,28.61053085
14/07/2009,07:30:00,62265.77734,62240.87103,92.25617885,91.73195648,28.79110187,28.59908664
14/07/2009,07:35:02,62203.51156,62178.63016,92.29309979,91.70443689,28.79974525,28.58192032
14/07/2009,07:40:04,62228.41787,62209.74934,92.27463932,91.65857091,28.78822074,28.61053085
14/07/2009,07:45:07,62215.96472,62184.85674,92.25617885,91.71361009,28.79974525,28.59622558
14/07/2009,07:50:09,62247.09761,62247.09761,92.29309979,91.67691731,28.80550751,28.6076698
14/07/2009,07:55:12,62228.41787,62203.5265,92.29309979,91.67691731,28.80838863,28.58764243
14/07/2009,08:00:14,62222.1913,62209.74686,92.23771839,91.71361009,28.79110187,28.58764243
14/07/2009,08:05:16,62240.87103,62234.64694,92.23771839,91.71361009,28.79974525,28.60480874
14/07/2009,08:10:19,62247.09761,62228.42348,92.28386955,91.65857091,28.79110187,28.60480874
14/07/2009,08:15:21,62253.32418,62247.09885,92.21002769,91.70443689,28.80262638,28.59336453
14/07/2009,08:20:24,62234.64445,62222.19752,92.21002769,91.71361009,28.78822074,28.59336453
14/07/2009,08:25:26,62234.64445,62228.42099,92.25617885,91.64939772,28.80550751,28.6076698
14/07/2009,08:30:28,62228.41787,62222.19503,92.30233002,91.65857091,28.81126976,28.59050348
14/07/2009,08:35:31,62240.87103,62209.75059,92.28386955,91.64022452,28.80838863,28.61053085
14/07/2009,08:40:33,62253.32418,62253.32418,92.27463932,91.64022452,28.78533962,28.60194769
14/07/2009,08:45:36,62247.09761,62228.42348,92.22848816,91.64939772,28.78822074,28.59908664
14/07/2009,08:50:38,62228.41787,62228.41787,92.21925792,91.73195648,28.79686413,28.59050348
14/07/2009,08:55:40,62253.32418,62228.42285,92.22848816,91.66774411,28.80838863,28.58478137
14/07/2009,09:00:43,62222.1913,62197.30242,92.23771839,91.66774411,28.80838863,28.58478137
14/07/2009,09:05:45,62240.87103,62240.87103,92.26540909,91.6952637,28.78533962,28.6076698
14/07/2009,09:10:48,62222.1913,62191.0802,92.29309979,91.71361009,28.78822074,28.61053085
14/07/2009,09:15:50,62253.32418,62228.42285,92.27463932,91.67691731,28.80262638,28.59050348
14/07/2009,09:20:52,62209.73814,62197.29619,92.28386955,91.71361009,28.78822074,28.60480874
14/07/2009,09:25:55,62265.77734,62259.55076,92.21002769,91.67691731,28.80550751,28.59050348
14/07/2009,09:30:57,62240.87103,62240.87103,92.24694862,91.72278328,28.78533962,28.6076698
14/07/2009,09:36:00,62253.32418,62234.64818,92.28386955,91.73195648,28.79974525,28.6076698
14/07/2009,09:41:02,62265.77734,62253.32418,92.21925792,91.64022452,28.78533962,28.59050348
14/07/2009,09:46:04,62253.32418,62228.42285,92.25617885,91.67691731,28.78245849,28.60480874
14/07/2009,09:51:07,62265.77734,62240.87103,92.21925792,91.72278328,28.80550751,28.60480874
14/07/2009,09:56:09,62215.96472,62184.85674,92.29309979,91.73195648,28.78533962,28.58192032
14/07/2009,10:01:12,62234.64445,62228.42099,92.27463932,91.6952637,28.79110187,28.59050348
14/07/2009,10:06:14,62209.73814,62203.51717,92.29309979,91.73195648,28.81126976,28.60480874
14/07/2009,10:11:16,62228.41787,62222.19503,92.29309979,91.72278328,28.79110187,28.59908664
14/07/2009,10:16:19,62228.41787,62215.97219,92.21002769,91.64022452,28.79974525,28.6076698
14/07/2009,10:21:21,62234.64445,62209.75059,92.27463932,91.6952637,28.78533962,28.61053085
14/07/2009,10:26:24,62209.73814,62191.07522,92.21925792,91.6952637,28.79974525,28.60480874
14/07/2009,10:31:26,62215.96472,62197.29993,92.21925792,91.64022452,28.79974525,28.59336453
14/07/2009,10:36:28,62234.64445,62228.42099,92.29309979,91.67691731,28.80262638,28.60194769
14/07/2009,10:41:31,62253.32418,62234.64818,92.24694862,91.71361009,28.793983,28.59050348
14/07/2009,10:46:33,62215.96472,62215.96472,92.26540909,91.66774411,28.78822074,28.59050348
14/07/2009,10:51:36,62253.32418,62247.09885,92.28386955,91.72278328,28.79974525,28.59050348
14/07/2009,10:56:38,62247.09761,62222.19877,92.27463932,91.6860905,28.81126976,28.6076698
14/07/2009,11:01:40,62228.41787,62203.5265,92.24694862,91.70443689,28.79686413,28.58192032
14/07/2009,11:06:43,62215.96472,62209.74312,92.26540909,91.73195648,28.81126976,28.58192032
14/07/2009,11:11:45,62215.96472,62191.07833,92.28386955,91.70443689,28.80550751,28.59050348
14/07/2009,11:16:48,62203.51156,62184.85051,92.25617885,91.73195648,28.79974525,28.59050348
14/07/2009,11:21:50,62259.55076,62228.42098,92.24694862,91.64022452,28.81126976,28.58192032
14/07/2009,11:26:52,62253.32418,62247.09885,92.26540909,91.6952637,28.78245849,28.59050348
14/07/2009,11:31:55,62203.51156,62172.4098,92.21002769,91.73195648,28.78245849,28.61053085
14/07/2009,11:36:57,62247.09761,62240.8729,92.29309979,91.73195648,28.80838863,28.58478137
14/07/2009,11:42:00,62209.73814,62203.51717,92.30233002,91.64022452,28.80838863,28.60480874
14/07/2009,11:47:02,62247.09761,62247.09761,92.26540909,91.67691731,28.78822074,28.59050348
14/07/2009,11:52:04,62228.41787,62209.74934,92.27463932,91.70443689,28.81126976,28.60194769
14/07/2009,11:57:07,62222.1913,62203.52464,92.28386955,91.65857091,28.80550751,28.60194769
14/07/2009,12:02:09,62253.32418,62228.42285,92.29309979,91.70443689,28.80550751,28.60480874
14/07/2009,12:07:12,62215.96472,62215.96472,92.30233002,91.73195648,28.79686413,28.59050348
14/07/2009,12:12:14,62247.09761,62234.64819,92.28386955,91.67691731,28.78245849,28.59336453
14/07/2009,12:17:16,62253.32418,62247.09885,92.23771839,91.73195648,28.79110187,28.59908664
14/07/2009,12:22:19,62209.73814,62197.29619,92.21925792,91.6952637,28.793983,28.58192032
14/07/2009,12:27:21,62265.77734,62240.87103,92.21925792,91.72278328,28.79974525,28.58478137
14/07/2009,12:32:24,62209.73814,62197.29619,92.21925792,91.70443689,28.80550751,28.60480874
14/07/2009,12:37:26,62222.1913,62197.30242,92.23771839,91.65857091,28.79686413,28.59336453
14/07/2009,12:42:28,62240.87103,62215.97468,92.27463932,91.64022452,28.80262638,28.59050348
14/07/2009,12:47:31,62215.96472,62209.74312,92.27463932,91.6860905,28.80838863,28.61053085
14/07/2009,12:52:33,62209.73814,62197.29619,92.22848816,91.66774411,28.80550751,28.59336453
14/07/2009,12:57:36,62228.41787,62209.74934,92.25617885,91.65857091,28.80262638,28.60480874
14/07/2009,13:02:38,62209.73814,62203.51717,92.27463932,91.70443689,28.80838863,28.59336453
14/07/2009,13:07:40,62265.77734,62253.32418,92.27463932,91.6952637,28.80838863,28.59050348
14/07/2009,13:12:43,62203.51156,62191.07086,92.21002769,91.73195648,28.80838863,28.59908664
14/07/2009,13:17:45,62259.55076,62240.87289,92.26540909,91.66774411,28.80262638,28.59908664
14/07/2009,13:22:48,62203.51156,62178.63016,92.26540909,91.64022452,28.793983,28.59050348
14/07/2009,13:27:50,62240.87103,62209.75059,92.24694862,91.73195648,28.81126976,28.59622558
14/07/2009,13:32:52,62209.73814,62184.85424,92.23771839,91.67691731,28.81126976,28.60194769
14/07/2009,13:37:55,62240.87103,62215.97468,92.21002769,91.6860905,28.80262638,28.59908664
14/07/2009,13:42:57,62215.96472,62203.52153,92.25617885,91.6860905,28.80838863,28.6076698
14/07/2009,13:48:00,62222.1913,62222.1913,92.21002769,91.73195648,28.79974525,28.60194769
14/07/2009,13:53:02,62240.87103,62240.87103,92.26540909,91.72278328,28.78822074,28.58764243
14/07/2009,13:58:04,62228.41787,62228.41787,92.23771839,91.65857091,28.79686413,28.58764243
14/07/2009,14:03:07,62209.73814,62203.51717,92.26540909,91.67691731,28.79974525,28.60480874
14/07/2009,14:08:09,62253.32418,62234.64818,92.28386955,91.66774411,28.793983,28.60194769
14/07/2009,14:13:12,62240.87103,62228.42286,92.21925792,91.73195648,28.78533962,28.60480874
14/07/2009,14:18:14,62253.32418,62247.09885,92.21925792,91.72278328,28.80550751,28.61053085
14/07/2009,14:23:16,62228.41787,62197.30366,92.30233002,91.65857091,28.80262638,28.6076698
14/07/2009,14:28:19,62203.51156,62184.85051,92.21002769,91.73195648,28.78822074,28.58192032
14/07/2009,14:33:21,62247.09761,62247.09761,92.22848816,91.73195648,28.78245849,28.59908664
14/07/2009,14:38:24,62209.73814,62191.07522,92.23771839,91.65857091,28.80550751,28.59622558
14/07/2009,14:43:26,62259.55076,62234.64694,92.22848816,91.6860905,28.81126976,28.59336453
14/07/2009,14:48:28,62203.51156,62178.63016,92.30233002,91.70443689,28.78245849,28.59908664
14/07/2009,14:53:31,62265.77734,62240.87103,92.28386955,91.67691731,28.80262638,28.61053085
14/07/2009,14:58:33,62240.87103,62209.75059,92.21925792,91.64022452,28.80550751,28.59908664
14/07/2009,15:03:36,62259.55076,62234.64694,92.26540909,91.70443689,28.793983,28.60480874
14/07/2009,15:08:38,62234.64445,62222.19752,92.26540909,91.71361009,28.80550751,28.61053085
14/07/2009,15:13:40,62253.32418,62253.32418,92.25617885,91.6952637,28.78533962,28.60480874
14/07/2009,15:18:43,62259.55076,62247.09885,92.28386955,91.71361009,28.81126976,28.59050348
14/07/2009,15:23:45,62203.51156,62197.29121,92.21925792,91.70443689,28.80550751,28.58764243
14/07/2009,15:28:48,62253.32418,62247.09885,92.30233002,91.64022452,28.79110187,28.58764243
14/07/2009,15:33:50,62265.77734,62247.09761,92.21925792,91.73195648,28.793983,28.6076698
14/07/2009,15:38:52,62247.09761,62222.19877,92.21925792,91.6860905,28.78822074,28.59908664
14/07/2009,15:43:55,62234.64445,62215.97406,92.29309979,91.65857091,28.80550751,28.58764243
14/07/2009,15:48:57,62222.1913,62215.96908,92.28386955,91.66774411,28.79110187,28.59336453
14/07/2009,15:54:00,62259.55076,62259.55076,92.27463932,91.71361009,28.78245849,28.59336453
14/07/2009,15:59:02,62265.77734,62247.09761,92.23771839,91.67691731,28.79974525,28.6076698
14/07/2009,16:04:04,62215.96472,62184.85674,92.28386955,91.67691731,28.80262638,28.61053085
14/07/2009,16:09:07,62259.55076,62253.3248,92.22848816,91.64022452,28.79110187,28.58192032
14/07/2009,16:14:09,62234.64445,62234.64445,92.25617885,91.72278328,28.79686413,28.60194769
14/07/2009,16:19:12,62247.09761,62215.97406,92.21925792,91.70443689,28.79110187,28.59622558
14/07/2009,16:24:14,62228.41787,62215.97219,92.23771839,91.6952637,28.78822074,28.59622558
14/07/2009,16:29:16,62265.77734,62234.64445,92.27463932,91.64022452,28.80838863,28.59622558
14/07/2009,16:34:19,62265.77734,62259.55076,92.29309979,91.72278328,28.80838863,28.60194769
14/07/2009,16:39:21,62265.77734,62265.77734,92.21925792,91.72278328,28.78245849,28.6076698
